,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336
0,HUGO.0,HUGO.1,HUGO.2,HUGO.3,HUGO.4,HUGO.5,HUGO.6,HUGO.7,HUGO.8,HUGO.9,HUGO.10,HUGO.11,HUGO.12,HUGO.13,HUGO.14,HUGO.15,HUGO.16,HUGO.17,HUGO.18,HUGO.19,HUGO.20,HUGO.21,HUGO.22,HUGO.23,HUGO.24,HUGO.25,HUGO.26,RIAZ.0,RIAZ.1,RIAZ.2,RIAZ.3,RIAZ.4,RIAZ.5,RIAZ.6,RIAZ.7,RIAZ.8,RIAZ.9,RIAZ.10,RIAZ.11,RIAZ.12,RIAZ.13,RIAZ.14,RIAZ.15,RIAZ.16,RIAZ.17,RIAZ.18,RIAZ.19,RIAZ.20,RIAZ.21,RIAZ.22,RIAZ.23,RIAZ.24,LIU.0,LIU.1,LIU.2,LIU.3,LIU.4,LIU.5,LIU.6,LIU.7,LIU.8,LIU.9,LIU.10,LIU.11,LIU.12,LIU.13,LIU.14,LIU.15,LIU.16,LIU.17,LIU.18,LIU.19,LIU.20,LIU.21,LIU.22,LIU.23,LIU.24,LIU.25,LIU.26,LIU.27,LIU.28,LIU.29,LIU.30,LIU.31,LIU.32,LIU.33,LIU.34,LIU.35,LIU.36,LIU.37,LIU.38,LIU.39,LIU.40,LIU.41,LIU.42,LIU.43,LIU.44,LIU.45,LIU.46,LIU.47,LIU.48,LIU.49,LIU.50,LIU.51,LIU.52,LIU.53,LIU.54,LIU.55,LIU.56,LIU.57,LIU.58,LIU.59,LIU.60,LIU.61,LIU.62,LIU.63,LIU.64,LIU.65,LIU.66,LIU.67,LIU.68,LIU.69,LIU.70,LIU.71,LIU.72,LIU.73,LIU.74,LIU.75,LIU.76,LIU.77,LIU.78,LIU.79,LIU.80,LIU.81,LIU.82,LIU.83,LIU.84,LIU.85,LIU.86,LIU.87,LIU.88,LIU.89,LIU.90,LIU.91,LIU.92,LIU.93,LIU.94,LIU.95,LIU.96,LIU.97,LIU.98,LIU.99,LIU.100,LIU.101,LIU.102,LIU.103,LIU.104,LIU.105,LIU.106,LIU.107,LIU.108,LIU.109,LIU.110,LIU.111,LIU.112,LIU.113,LIU.114,LIU.115,GIDE.0,GIDE.1,GIDE.2,GIDE.3,GIDE.4,GIDE.5,GIDE.6,GIDE.7,GIDE.8,GIDE.9,GIDE.10,GIDE.11,GIDE.12,GIDE.13,GIDE.14,GIDE.15,GIDE.16,GIDE.17,GIDE.18,GIDE.19,GIDE.20,GIDE.21,GIDE.22,GIDE.23,GIDE.24,GIDE.25,GIDE.26,GIDE.27,GIDE.28,GIDE.29,GIDE.30,GIDE.31,GIDE.32,GIDE.33,GIDE.34,GIDE.35,GIDE.36,GIDE.37,GIDE.38,GIDE.39,GIDE.40,GIDE.41,GIDE.42,GIDE.43,GIDE.44,GIDE.45,GIDE.46,GIDE.47,GIDE.48,GIDE.49,GIDE.50,GIDE.51,GIDE.52,GIDE.53,GIDE.54,GIDE.55,GIDE.56,GIDE.57,GIDE.58,GIDE.59,GIDE.60,GIDE.61,GIDE.62,GIDE.63,GIDE.64,GIDE.65,GIDE.66,GIDE.67,GIDE.68,GIDE.69,GIDE.70,GIDE.71,GIDE.72,NEWELL.0,NEWELL.1,NEWELL.2,NEWELL.3,NEWELL.4,NEWELL.5,NEWELL.6,NEWELL.7,NEWELL.8,NEWELL.9,NEWELL.10,NEWELL.11,NEWELL.12,NEWELL.13,NEWELL.14,NEWELL.15,NEWELL.16,NEWELL.17,NEWELL.18,NEWELL.19,NEWELL.20,NEWELL.21,NEWELL.22,NEWELL.23,NEWELL.24,NEWELL.25,CM38.0,CM38.1,CM38.2,CM38.3,CM38.4,CM38.5,CM38.6,CM38.7,CM38.8,CM38.9,CM38.10,CM38.11,CM38.12,CM38.13,CM38.14,CM38.15,CM38.16,CM38.17,CM38.18,CM64.0,CM64.1,CM64.2,CM64.3,CM64.4,CM64.5,CM64.6,CM64.7,CM64.8,CM64.9,CM64.10,CM64.11,CM64.12,CM64.13,CM64.14,CM64.15,CM64.16,CM64.17,CM64.18,CM64.19,CM67.0,CM67.1,CM67.2,CM67.3,CM67.4,CM67.5,CM67.6,CM67.7,CM67.8,CM67.9,CM67.10,CM67.11,CM67.12,CM67.13,CM67.14,CM67.15,CM67.16,CM67.17,CM67.18,CM67.19,CM67.20,CM67.21,CM67.22,CM67.23,CM67.24,CM67.25,CM67.26,CM67.27,CM67.28,CM67.29,CM67.30
1,Pt1,Pt2,Pt4,Pt5,Pt6,Pt7,Pt8,Pt9,Pt10,Pt12,Pt13,Pt14,Pt15,Pt16,Pt19,Pt20,Pt22,Pt23,Pt25,Pt27A,Pt28,Pt29,Pt31,Pt32,Pt35,Pt37,Pt38,Pt2,Pt23,Pt49,Pt66,Pt76,Pt67,Pt77,Pt79,Pt84,Pt72,Pt78,Pt90,Pt3,Pt4,Pt10,Pt18,Pt38,Pt36,Pt27,Pt29,Pt8,Pt11,Pt44,Pt106,Pt34,Patient100,Patient102,Patient105,Patient106,Patient107,Patient108,Patient10,Patient112,Patient116,Patient117,Patient11,Patient121,Patient125,Patient126,Patient127,Patient130,Patient131,Patient132,Patient133,Patient134,Patient135,Patient137,Patient13,Patient140,Patient141,Patient142,Patient143,Patient144,Patient145,Patient146,Patient147,Patient148,Patient149,Patient14,Patient150,Patient154,Patient155,Patient156,Patient158,Patient159,Patient15,Patient162,Patient163,Patient165,Patient166,Patient167,Patient168,Patient169,Patient170,Patient172,Patient173,Patient179,Patient17,Patient181,Patient183,Patient184,Patient185,Patient187,Patient188,Patient18,Patient1,Patient20,Patient21,Patient22,Patient23,Patient24,Patient27,Patient30,Patient31,Patient32,Patient33,Patient34,Patient35,Patient36,Patient37,Patient38,Patient40,Patient42,Patient44,Patient45,Patient47,Patient48,Patient4,Patient51,Patient62,Patient63,Patient67,Patient6,Patient72,Patient73,Patient75,Patient77,Patient78,Patient79,Patient82,Patient83,Patient86,Patient87,Patient8,Patient94,Patient96,Patient98,Patient99,Patient9,Patient191,Patient189,Patient200,Patient201,Patient203,Patient193,Patient195,Patient196,Patient197,Patient204,Patient205,Patient206,PD1_10_PRE,PD1_11_PRE,PD1_12_PRE,PD1_13_PRE,PD1_14_PRE,PD1_15_PRE,PD1_16_PRE,PD1_17_PRE,PD1_18_PRE,PD1_19_PRE,PD1_2_PRE,PD1_21_PRE,PD1_23_PRE,PD1_25_PRE,PD1_27_PRE,PD1_29_PRE,PD1_3_PRE,PD1_34_PRE,PD1_35_PRE,PD1_36_PRE,PD1_38_PRE,PD1_40_PRE,PD1_41_PRE,PD1_42_PRE,PD1_44_PRE,PD1_45_PRE,PD1_46_PRE,PD1_47_PRE,PD1_48_PRE,PD1_49_PRE,PD1_5_PRE,PD1_50_PRE,PD1_52_PRE,PD1_53_PRE,PD1_54_PRE,PD1_6_PRE,PD1_7_PRE,PD1_9_PRE,PD1_30_PRE,PD1_4_PRE,PD1_8_PRE,ipiPD1_1_PRE,ipiPD1_10_PRE,ipiPD1_12_PRE,ipiPD1_13_PRE,ipiPD1_14_PRE,ipiPD1_15_PRE,ipiPD1_17_PRE,ipiPD1_19_PRE,ipiPD1_2_PRE,ipiPD1_20_PRE,ipiPD1_21_PRE,ipiPD1_23_PRE,ipiPD1_24_PRE,ipiPD1_25_PRE,ipiPD1_26_PRE,ipiPD1_27_PRE,ipiPD1_32_PRE,ipiPD1_33_PRE,ipiPD1_34_PRE,ipiPD1_35_PRE,ipiPD1_36_PRE,ipiPD1_37_PRE,ipiPD1_38_PRE,ipiPD1_44_PRE,ipiPD1_45_PRE,ipiPD1_46_PRE,ipiPD1_47_PRE,ipiPD1_49_PRE,ipiPD1_50_PRE,ipiPD1_6_PRE,ipiPD1_8_PRE,ipiPD1_7_PRE,MELA_0228,MELA_0357,MELA_0359,MELA_0365,MELA_0367,MELA_0369,MELA_0379,MELA_0380,MELA_0382,MELA_0386,MELA_0391,MELA_0398,MELA_0418,MELA_0421,MELA_0425,MELA_0433,MELA_0436,MELA_0441,MELA_0444,MELA_0445,MELA_0446,MELA_0447,MELA_0472,MELA_0552,MELA_0562,MELA_0608,Pt10_pre_rna_038,Pt11_pre_rna_038,Pt18_pre_rna_038,Pt24_pre_rna_038,Pt27_pre_rna_038,Pt28_pre_rna_038,Pt29_pre_rna_038,Pt31_pre_rna_038,Pt3_pre_rna_038,Pt4_pre_rna_038,Pt59_pre_rna_038,Pt5_pre_rna_038,Pt66_pre_rna_038,Pt72_pre_rna_038,Pt77_pre_rna_038,Pt84_pre_rna_038,Pt89_pre_rna_038,Pt94_pre_rna_038,Pt9_pre_rna_038,355158_rna_064,355159_rna_064,355164_rna_064,355166_rna_064,355169_rna_064,355175_rna_064,355195_rna_064,355204_rna_064,355233_rna_064,355236_rna_064,355237_rna_064,355251_rna_064,355253_rna_064,355264_rna_064,AE255288-5_rna_064,AF435020-1_rna_064,AF435025-1_rna_064,AF709538-1_rna_064,AF709539-1_rna_064,AG193969-1_rna_064,EA759318_rna_067,EA759323_rna_067,EA759362_rna_067,EA759372_rna_067,EA759434_rna_067,EA759485_rna_067,EA759514_rna_067,EA759547_rna_067,EA759558_rna_067,EA759569_rna_067,EA771191_rna_067,EA771194_rna_067,EA771211_rna_067,EA771235_rna_067,EA771239_rna_067,EA771240_rna_067,EA771247_rna_067,EA771258_rna_067,EA771264_rna_067,EA771266_rna_067,EA771313_rna_067,EA771327_rna_067,EA771328_rna_067,EA771332_rna_067,EA771333_rna_067,EA771862_rna_067,EA771888_rna_067,EA771911_rna_067,EA771922_rna_067,EA771939_rna_067,EA771940_rna_067
