"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RHEX",34.457719615756,-0.613877129423472,0.367520663133006,-1.67032004184567,0.0948560599449561,0.462652337249362
"CCR3",10.8663974177413,0.610547006417075,0.365533360954447,1.67029079048454,0.0948618444029389,0.462652337249362
"TEDC2",153.315596905621,-0.297944638150653,0.178388312963391,-1.67020267864632,0.0948792702308311,0.462652337249362
"TPGS2",1811.14923686989,-0.158982097906012,0.0952121063725005,-1.66976767937496,0.0949653373776399,0.46297776528989
"SESN1",1142.75541730982,-0.221675219891055,0.132777766185152,-1.66952063029845,0.0950142453226157,0.463119104767476
"FABP5P10",12.3650144676601,0.834449259282812,0.499884876993814,1.66928286428865,0.0950613345658071,0.463119104767476
"TSSK5P",37.3615406433747,-0.47037820490858,0.281819847217974,-1.66907408953623,0.0951026975420834,0.463119104767476
"CITED1",820.238910250037,-0.643654353740537,0.385650399164845,-1.66900995081146,0.0951154077612313,0.463119104767476
"ARMH1",88.1705957793417,0.348131458421987,0.208600939723965,1.66888729687727,0.0951397175899038,0.463119104767476
"ANGPTL7",210.172934844326,0.507687726774633,0.304207699620928,1.66888519720987,0.0951401337842062,0.463119104767476
"ABCC3",663.674634069427,0.374866735355562,0.224630377403884,1.66881585513056,0.095153879532144,0.463119104767476
"RDH5",293.73950380282,0.387756392986585,0.232356706582636,1.66879793869295,0.0951574313836248,0.463119104767476
"MT1H",17.688957756333,0.715435152961885,0.428766331207372,1.66858986093259,0.0951986896233048,0.463119104767476
"CDK5RAP3",5489.87540929812,-0.170985624757876,0.102474689754441,-1.66856445398964,0.0952037283643746,0.463119104767476
"RPSAP14",25.3095425277789,0.29420338465995,0.176332987319961,1.6684534705132,0.0952257412699637,0.463119104767476
"SLC7A5",15752.0586040228,0.384299825149912,0.230333384470154,1.66845039000288,0.0952263523288167,0.463119104767476
"SPANXB1",11.8064848206077,-1.21560725076604,0.728780141203076,-1.66800271033635,0.0953151887485005,0.463457044438507
"AREL1",2469.55649614959,0.123462002757744,0.0740649666574875,1.66694198795353,0.0955259407642458,0.464374160483073
"SNTA1",814.124701734735,-0.286229141415281,0.171717738196171,-1.66685832472527,0.0955425794447472,0.464374160483073
"PNMA5",30.4121507396993,0.964061979926179,0.578481386797257,1.666539325083,0.0956060423870516,0.464559631409362
"FAR2P3",13.3948896982978,-0.704448702494616,0.422726179265196,-1.6664421014074,0.0956253911262042,0.464559631409362
"EBI3",82.618187120507,0.44276881580929,0.265735322670852,1.66620233757075,0.0956731205570731,0.464559631409362
"RABGAP1L",4342.28584684639,0.16832520237062,0.101028583448967,1.66611464423479,0.095690582302267,0.464559631409362
"RSU1P3",2.63718610843998,-0.900654938661177,0.54060173732245,-1.66602301931554,0.0957088296410759,0.464559631409362
"TFDP2",1349.82816406607,-0.164659007133575,0.0988400633337446,-1.66591361417471,0.09573062160582,0.464559631409362
"NXF5",5.34323900340753,-0.70148395040195,0.421098567495359,-1.66584264243474,0.0957447603019926,0.464559631409362
"KDELC1P1",23.388373166223,-0.299378581691761,0.179726063174825,-1.66574939885345,0.095763338443086,0.464559631409362
"PLA2G12AP1",11.6176342669254,-0.358009799676159,0.214925256223326,-1.66574094625787,0.0957650227071654,0.464559631409362
"SKAP1",354.198439227776,0.475224328396187,0.285313080650134,1.66562404819754,0.0957883182450098,0.464559631409362
"RUNDC1",871.239928645932,0.120570511558868,0.0723888488890667,1.66559509384709,0.0957940889917684,0.464559631409362
"SCAMP2",2411.52985663514,0.177058913665618,0.106312860428064,1.66545150749118,0.0958227105825064,0.464604365156314
"ZNF131",1700.73162759769,-0.148717278703452,0.0893040839614,-1.66529090391579,0.0958547323878202,0.464626016808063
"CX3CR1",139.731129805363,0.422143682900915,0.253515027288087,1.66516236696771,0.0958803667871057,0.464626016808063
"HSD3B1",68.8909408675458,-0.545466908746021,0.32758074402963,-1.66513727893811,0.0958853707866672,0.464626016808063
"SYNE2",24006.2527315009,0.221700869163281,0.13315915028641,1.6649315400889,0.0959264148621196,0.464653791053351
"SLC25A38",1502.23959702409,0.255491463924165,0.153456246780766,1.66491406693382,0.0959299013342862,0.464653791053351
"DPF1",59.3258879685738,-0.331221095855462,0.19896354888673,-1.66473254879479,0.0959661262048414,0.464697190248344
"HMGN2P5",602.461201710225,-0.622015737735868,0.373657441720445,-1.66466840556392,0.0959789296382931,0.464697190248344
"RAB30",680.867508268995,0.247979939489289,0.148974697877289,1.66457756265129,0.0959970648525721,0.464697190248344
"INSIG1",1579.33508916012,0.263824517164223,0.158521552617288,1.66428168793655,0.096056150129306,0.464871154863308
"ATG12",1243.72545616259,-0.158237131133422,0.0950828159800787,-1.66420324747824,0.0960718193292156,0.464871154863308
"PCARE",19.774231101931,0.708174306846254,0.425647337782204,1.66375833697476,0.0961607329877159,0.465113466754815
"CYP4F30P",14.5978144575876,0.998243900370221,0.599993328084292,1.66375833470931,0.0961607334406248,0.465113466754815
"SPTLC1",4417.9910808849,-0.11575506105466,0.0695880921525441,-1.66343202513605,0.0962259870092238,0.465125021455908
"PDE6B",189.610259934739,0.346014051849652,0.208012911758607,1.66342583700377,0.0962272248196734,0.465125021455908
"DNLZ",123.091446361177,-0.378141461935173,0.227333053597064,-1.66338091162673,0.0962362116128958,0.465125021455908
"UGT3A1",3.79215285265767,-0.485242805615265,0.291724818501591,-1.66335798273063,0.0962407985277003,0.465125021455908
"LIPM",30.1266295533524,-1.14035746776124,0.685648278308488,-1.66318140632473,0.0962761284156059,0.465201901918619
"TRAJ38",16.3249824036747,0.654871430652496,0.39381046870774,1.66291016285425,0.0963304197618324,0.465370353798994
"SGSM2",2702.65781005744,-0.185952617133474,0.111845474935531,-1.66258507320621,0.0963955210814031,0.465590949978175
"GNGT2",53.8361123877812,0.397856580503833,0.23939084831872,1.66195401076542,0.0965219959314368,0.466059385866307
"TSPY4",104.711543277591,2.29716796816771,1.38224820030983,1.66190700603032,0.0965314217302417,0.466059385866307
"DRC1",10.5207151887675,-0.54445857257755,0.327650013841217,-1.66170776614525,0.0965713832229197,0.466122046510305
"TRAV8-4",26.4272963294172,0.625992743161196,0.376729997158608,1.661648257061,0.0965833215109655,0.466122046510305
"RTL3",4.19013923762849,-0.663916764533161,0.399617646264306,-1.66137999845494,0.096637152296077,0.466287887146582
"GRN",15773.4461629949,0.253729451158334,0.15274011698528,1.66118408291377,0.096676481340699,0.46638370212939
"SP140L",2057.80588027297,0.277944843939005,0.16733489294495,1.66100948252582,0.0967115422654058,0.466386135886483
"LRRC47",1395.59202313178,-0.141468557033284,0.0851713484673095,-1.66098763937714,0.0967159292313026,0.466386135886483
"ZNF227",803.312180988734,-0.193652532015508,0.116600266140445,-1.66082409951153,0.0967487795446213,0.466450637611266
"AC062028.2",2.7566687297091,-0.654077050874633,0.393879131060429,-1.66060346765182,0.0967931120886172,0.466570461007558
"TMEM101",1050.9116663105,-0.239895288431708,0.144473682794705,-1.66047742253927,0.0968184461867991,0.466598676673282
"MARK2",1900.42423513022,0.138404527255266,0.0833579894966299,1.66036306886771,0.0968414349831082,0.46661558051004
"CTSH",4074.49465325804,0.296310137369009,0.178483682435682,1.66015253229542,0.0968837710787266,0.466725680787945
"DYRK1A",4569.76657875206,-0.133926613901506,0.0806790551929501,-1.65999234350489,0.0969159928213092,0.466787021929619
"HHLA1",117.193181327678,-0.330732471624712,0.199288394270118,-1.65956714557313,0.0970015623325575,0.46710523140117
"AFAP1L1",1138.42474162245,-0.271249750019673,0.163485211650283,-1.65916994743178,0.0970815515565178,0.467396446810395
"AC066616.1",0.78551708009248,-0.990457155732155,0.596961732761216,-1.65916356338428,0.0970828376300275,NA
"BNIP3P17",5.14643356468615,-0.68604372456772,0.413580488953882,-1.65879131847591,0.0971578503408057,0.46751458613656
"TNFAIP6",337.607371063746,-0.45137556122138,0.272115561312357,-1.65876423621086,0.0971633096151536,0.46751458613656
"AC011591.2",6.67446864902238,-1.13437053942154,0.683867574116862,-1.65875760506185,0.097164646367226,0.46751458613656
"FRG1BP",1182.11143730182,-0.195484807052409,0.11786936495453,-1.6584869794439,0.097219213464151,0.467667780394343
"AL627309.7",44.7006228389157,0.504844949876426,0.304437209172075,1.65828924542228,0.0972590986864536,0.467667780394343
"S1PR4",66.8507449678185,0.540251708005762,0.325799195949075,1.6582352403663,0.0972699944002899,0.467667780394343
"CFL1P1",32.447711007584,-0.428860517147762,0.258653966893633,-1.65804732205837,0.0973079151986828,0.467667780394343
"IZUMO1R",2.49920115918037,0.789571199312783,0.476209043641834,1.65803486904511,0.0973104285602649,0.467667780394343
"AC021087.2",194.475574996147,-0.340962448050246,0.205644478760836,-1.65801897578191,0.097313636334561,0.467667780394343
"MLLT10P1",24.0158325234069,-0.42301140434892,0.25517019467814,-1.65776181219945,0.097365552009315,0.467823410577154
"AL357055.1",0.746019167133951,1.04495440583418,0.630379033598073,1.65766047114511,0.0973860166210458,NA
"EPX",29.7312179051235,0.367076058858261,0.221477282992282,1.6573982392183,0.0974389871763967,0.468021478799307
"RPL5P3",2.14725501734054,-0.587978107452952,0.354766978814375,-1.6573642491135,0.0974458548251564,0.468021478799307
"TMEM109",3209.62475992933,0.144042219919027,0.0869174837416237,1.65722952067062,0.097473080307476,0.468058384026597
"DDO",80.3781277692803,0.453569992733391,0.273856161062026,1.65623439317351,0.0976743607551318,0.468716410939211
"GRAMD4",1863.22983592047,0.238533738083175,0.144023741276856,1.65621123273449,0.0976790492764676,0.468716410939211
"HPGDS",124.417213664237,-0.400465568398513,0.241800540368556,-1.65618144520322,0.0976850796284638,0.468716410939211
"NAALAD2",72.0511513383445,-0.382486345210437,0.230950433066546,-1.65614041130733,0.0976933872436902,0.468716410939211
"SRMP2",1.03390800812932,-0.725927908326882,0.438329712720478,-1.65612297606164,0.097696917308837,NA
"SCML4",484.075735989363,0.550020610065559,0.33213478184996,1.65601629254845,0.0977185194397278,0.468716410939211
"SHANK1",117.935236516728,0.497510601856219,0.300461631489437,1.65582074286816,0.0977581258130485,0.468716410939211
"PPIHP1",22.5156624488878,-0.358369400659245,0.216461534646107,-1.6555800606567,0.0978068908782777,0.468716410939211
"FAM47E",95.5695651351682,-0.254356974491088,0.153640793446954,-1.65553020642859,0.0978169943647244,0.468716410939211
"PEX2",1717.784032409,-0.205808020017718,0.124318805468829,-1.65548582325561,0.0978259897856742,0.468716410939211
"FRG2JP",10.6358409808526,1.01416886053662,0.612628868677842,1.6554375942573,0.0978357654139512,0.468716410939211
"ZNF133",554.856058115226,-0.158988977329237,0.0960418045916864,-1.65541430635508,0.0978404859629997,0.468716410939211
"IGLV3-16",25.1186484448132,1.02218162005971,0.617486021662207,1.65539232338912,0.097844942163329,0.468716410939211
"SERPINB8",853.115207445424,-0.305047963155858,0.184290484985747,-1.65525617440016,0.0978725447436266,0.468754887362396
"APBA1",75.6137595172775,-0.361323528856649,0.218311023393588,-1.65508604760296,0.0979070446624486,0.468826376200514
"SIPA1",1393.54065705853,0.199455690631099,0.120521343214254,1.65494082053601,0.0979365028654695,0.468873699107281
"AC009879.1",7.94363208309003,-0.507690736448371,0.306826759654498,-1.65464947392481,0.0979956216564392,0.469031872514607
"MTA3",2115.83673163968,-0.189407797869295,0.11447738766174,-1.65454332718494,0.0980171675770336,0.469031872514607
"SCN1B",570.680787559682,-0.313773451552401,0.189651898185605,-1.65447039842081,0.0980319730261862,0.469031872514607
"IFT52",1359.11855915736,-0.158647411832655,0.0958948838558414,-1.65438869576347,0.0980485618069897,0.469031872514607
"WFDC1",646.423822900623,-0.658399740764692,0.397993993833037,-1.65429567020275,0.0980674523026533,0.469031872514607
"DCHS1",1827.59780928687,-0.298771508567373,0.18062360144453,-1.65411112489154,0.0981049361173645,0.469045108494058
"ZNF233",242.404057998869,-0.292959545666875,0.177123307183133,-1.65398642519686,0.0981302709029992,0.469045108494058
"CDKN2B",367.620068340545,0.453291251587873,0.274069536777412,1.65392789332883,0.0981421644128865,0.469045108494058
"DPCD",374.280363532851,-0.188135215573733,0.113764135470503,-1.65373045552228,0.098182291709341,0.469045108494058
"NSD2",3889.46061391702,0.154464034516923,0.0934059470128963,1.65368522515591,0.0981914861821363,0.469045108494058
"MARCH10",46.6541191751491,-0.704224113356938,0.425859087835416,-1.65365524294999,0.0981975813731115,0.469045108494058
"ATP6V0A4",468.927872359024,-0.698378714905624,0.422336459850848,-1.65360744642379,0.098207298726524,0.469045108494058
"RPS7P8",1.31685745229971,0.813451674255885,0.49195549784417,1.65350662371,0.0982277991773921,NA
"MAP3K6",1479.23569964052,-0.219079958235429,0.132496276144867,-1.65348011740265,0.0982331893165483,0.469075229368015
"NPR1",422.428628573145,-0.392880498269823,0.237645358684477,-1.65322184470454,0.0982857222309973,0.469112147175626
"NECTIN2",1389.30642588724,-0.177447433953337,0.107335136502342,-1.65320918886114,0.0982882970182554,0.469112147175626
"PTGDR",108.757051155018,0.411202154182143,0.248738072432351,1.6531532553947,0.0982996771323675,0.469112147175626
"PPIAP15",1.34432928625988,-0.80457212210355,0.486740345316858,-1.65298013580483,0.0983349063761176,NA
"C1QTNF3",1470.26688406211,-0.606957162500068,0.367199021701509,-1.65293785285042,0.0983435123445369,0.46922785013473
"ARL4AP1",8.23260427873312,-0.740612511411896,0.448114820413785,-1.65272934005624,0.0983859603363296,0.469336889459424
"ZNF440",2033.6561449878,-0.21223691867073,0.1284268688529,-1.6525896844361,0.0984143989100471,0.469379068636688
"BMS1P16",13.4441409942667,-0.428817116727006,0.259515816094496,-1.65237372881684,0.0984583876493207,0.469495381440679
"DDX5",34912.947014194,-0.14438910044627,0.0874086293355861,-1.6518861071705,0.0985577707237499,0.469770729943704
"CDC16",5252.67825207861,0.202151787470133,0.122384482424337,1.65177629929603,0.098580161917136,0.469770729943704
"AC244205.2",6.34636896519189,0.924567545136872,0.559760238709429,1.65172064966339,0.0985915111211738,0.469770729943704
"AL157392.5",123.700508834748,-0.213299188688898,0.129138746303501,-1.65170558639003,0.0985945833094105,0.469770729943704
"AKR1C1",729.945700880745,0.502997071574062,0.304582946801922,1.65142886972321,0.0986510338923798,0.46984851042296
"RTL10",627.525497871227,-0.249517392490261,0.151092826891348,-1.65141785764384,0.0986532809056055,0.46984851042296
"SIGLEC16",52.8345860648067,0.365904088793378,0.2215804902451,1.6513371208297,0.0986697564891237,0.46984851042296
"FBXL4",1755.06278328579,0.16558634480236,0.100281782253197,1.65121062950674,0.0986955733978886,0.469878031012965
"MTTP",47.407410789443,0.45119183568989,0.273287442082316,1.650979028718,0.0987428571502749,0.469932902711555
"AMBP",19.1581233791845,0.644867723533231,0.3906011956874,1.65096198028365,0.0987463384831019,0.469932902711555
"APCS",4.75038266372037,1.412892270516,0.855879481043863,1.65080750480521,0.0987778872278035,0.46998966127937
"MAGEL2",86.7409563458682,-0.696612182431196,0.422009353727765,-1.65070318057589,0.0987991980640355,0.469997694544147
"TP53TG3D",228.242576843979,0.604945017370053,0.366528807028046,1.65047059268049,0.0988467231793321,0.470059573457737
"SLC25A24P2",5.24777172226336,-1.17136931975151,0.70974068911357,-1.65041872013071,0.0988573248819216,0.470059573457737
"AC091951.3",19.9869195076238,-0.696287851978177,0.421912752742976,-1.65031241044839,0.0988790552724222,0.470059573457737
"SRRT",4592.12599188648,-0.136037607114623,0.082434273780068,-1.65025542018562,0.0988907060226093,0.470059573457737
"TMEM106A",562.830778786062,0.200562609297891,0.12155137680434,1.65002334462022,0.0989381614876004,0.47006466706656
"UBR5",12705.1470711295,-0.169267240704287,0.102584925208627,-1.65002060838908,0.0989387211082508,0.47006466706656
"CCDC15",525.129391112828,-0.185078891385064,0.112171590147913,-1.64996226888656,0.0989506534464593,0.47006466706656
"AMZ1",31.1959666439943,-0.434315627196188,0.263303986435045,-1.64948367503479,0.0990485849264921,0.47037174450251
"CLEC7A",1057.50642631708,0.34760393358367,0.210738730554175,1.64945443426362,0.0990545707778332,0.47037174450251
"AL845552.1",22.4573135184151,-0.362523837724965,0.21982390431886,-1.64915566779815,0.0991157475326643,0.470568956373117
"AFF2",472.647703007155,-0.484615954338607,0.293889080190924,-1.64897570887553,0.0991526112738631,0.470650682764877
"BANP",746.214341571332,0.115388134424017,0.0699899088530141,1.64863958697737,0.0992214935711669,0.470791535264803
"IRGQ",952.033022843401,-0.204431137186412,0.123999933537711,-1.64863908676402,0.0992215961095828,0.470791535264803
"LGALS4",15.9982430673697,0.404615920174204,0.245451364892182,1.64845659078709,0.099259011487342,0.470866458087633
"FKBP1B",140.089101059573,-0.399631721963158,0.242441630618461,-1.64836262214418,0.0992782813561288,0.470866458087633
"EHBP1",5190.1358113864,-0.239283158805458,0.145171914179407,-1.64827446244007,0.0992963627171275,0.470866458087633
"NPY4R",7.93912543822343,-1.04690056992393,0.635190589906393,-1.64816763119587,0.0993182770911814,0.47087715219477
"UBTD1",421.235124797756,-0.244762699393498,0.148517286601842,-1.64804182054362,0.099344089673803,0.470906320179483
"MAMSTR",67.5056624182998,-0.348194960109121,0.211324332361101,-1.64768039827113,0.0994182724905663,0.470952614876
"RBMXP2",3.49274313090579,0.605390017131546,0.367426592488683,1.64764888962193,0.0994247418127763,0.470952614876
"ARHGEF38",25.3394304411838,-0.40027476114533,0.242941584224501,-1.64761731682558,0.0994312246424982,0.470952614876
"ZNF234",1492.91861029266,-0.145814207202795,0.0885057394076637,-1.64751131597426,0.0994529922220278,0.470952614876
"PPIAP31",11.7220671001718,0.338161702875113,0.205265874022148,1.6474326503909,0.0994691488832704,0.470952614876
"AL589743.3",3.10102001199178,1.03042090343247,0.625505251683174,1.647341730001,0.0994878250958224,0.470952614876
"AC093155.1",26.2103355308702,-0.362642137258694,0.220144314029226,-1.6472927718249,0.0994978828909632,0.470952614876
"MICAL2",2286.7956751103,-0.335150275448545,0.203473117869693,-1.64714768691547,0.0995276933873754,0.470952614876
"TUBB7P",0.783540328186825,0.913439837001733,0.554586492016419,1.64706470523752,0.0995447467784364,NA
"SNRPE",3223.29295478362,-0.276883553144156,0.168114689976913,-1.64699202182856,0.0995596857087558,0.470952614876
"AC112229.3",4.86699309657404,-0.88127483538793,0.53508360161988,-1.64698531728502,0.0995610638122092,0.470952614876
"CLEC14A",377.482258913325,-0.340021856463716,0.206456591243531,-1.64694115317749,0.0995701420228818,0.470952614876
"TNNC1",75.4042586542403,0.653159543250356,0.396670619526007,1.64660428854256,0.0996394084014886,0.471187188555272
"CDC27P3",1.06420392229936,-1.10418847557454,0.670651530341516,-1.64644144629365,0.0996729059349081,NA
"RAB40AL",31.1477276747473,-0.368816972307224,0.224067844567833,-1.64600580247725,0.0997625643915159,0.471674953908153
"FAM209A",10.9568493783308,0.412321532474697,0.250514779161287,1.64589703591593,0.0997849593206963,0.471674953908153
"APOC3",10.0986591550312,1.44997356255424,0.881048186310969,1.64573695863948,0.0998179263691665,0.471674953908153
"HSPA12A",1315.89813380405,-0.3329085012489,0.202291106434806,-1.64569024865257,0.0998275476751163,0.471674953908153
"FAM9C",18.1509833911407,-0.470212954746383,0.285760806281824,-1.64547742170999,0.0998713950534821,0.471674953908153
"AL590139.1",3.26731349882082,0.495730087231173,0.30127197870022,1.64545700323642,0.099875602548789,0.471674953908153
"DNASE2B",107.514993988515,0.654536914249235,0.397794960395175,1.64541278652452,0.0998847144689662,0.471674953908153
"AIP",1533.07944923316,0.168855032669181,0.102632175470746,1.64524460184819,0.0999193790356742,0.471674953908153
"EIF3E",22139.5120839515,-0.245062211143516,0.1489520190425,-1.64524262724894,0.0999197860775705,0.471674953908153
"SSBP4",907.014835235352,-0.198702085396057,0.120787991906225,-1.64504833849975,0.099959843030733,0.471752455471469
"AC000041.1",218.988727953635,0.513554258484489,0.312196361873677,1.64497195099374,0.0999755955232621,0.471752455471469
"FAM117B",693.123260556155,-0.219396219990465,0.133405839750348,-1.64457733185472,0.100057004695085,0.471842187688845
"AL590764.2",93.3698788459624,0.616091871441603,0.374620662574504,1.644575254359,0.100057433418299,0.471842187688845
"OR2L1P",50.4219192496413,0.670284161513871,0.407586362707517,1.64452057978904,0.100068716883786,0.471842187688845
"NXF2",35.966475064173,-1.32036434226424,0.802898191330904,-1.64449784109686,0.100073409880567,0.471842187688845
"G3BP2",5786.12094505277,0.156270952646153,0.0950440581985495,1.64419486718148,0.100135956857268,0.47204417214038
"MT1DP",3.60969770695575,0.881536577930558,0.536219377579352,1.64398493375988,0.100179314513001,0.47209781434792
"AC010531.2",3.18301651277174,0.55730433907722,0.339003442489875,1.64394890796386,0.100186756443323,0.47209781434792
"GOLGA6L1",0.759086584039469,1.17677669641429,0.716207624193709,1.64306641909751,0.100369191846508,NA
"ZSCAN5C",0.718420277231294,-1.15482387770326,0.70292464725165,-1.64288431515168,0.100406870822623,NA
"GATAD1",1607.09357237158,-0.153269852100292,0.0933140673777747,-1.64251603651345,0.100483105507701,0.473304721201512
"AZIN2",447.249020421754,0.244307486642879,0.148753783394137,1.64236149876984,0.100515108981656,0.473304721201512
"SBNO2",598.14348073656,0.192179994600477,0.117033642845927,1.6420918799689,0.100570964231267,0.473304721201512
"MRGPRE",3.98041476852932,-1.24124805852923,0.755894614966904,-1.64209141585639,0.10057106039989,0.473304721201512
"GPR160",272.49121149053,0.290417245353603,0.176865858697068,1.64201981938767,0.100585896762126,0.473304721201512
"AC090607.2",28.1684082644831,-0.33673986561807,0.205086674517177,-1.64193927475218,0.100602589466166,0.473304721201512
"RNF113B",47.776305470578,-0.409168643623276,0.249200171230177,-1.64192761828138,0.100605005427765,0.473304721201512
"CLEC4GP1",3.91855194452004,-0.793561500113059,0.483420452980535,-1.64155549319509,0.100682157700762,0.473304721201512
"C2orf80",6.61503949068456,-0.613429693149958,0.373693632384995,-1.64153102966972,0.10068723134709,0.473304721201512
"ST14",747.871468067575,-0.370605002860916,0.225771413333481,-1.64150543857165,0.100692539065953,0.473304721201512
"SAXO1",17.3216789800302,-0.434063031945598,0.26444247870122,-1.64142702820459,0.100708803147685,0.473304721201512
"LSR",564.820935456474,0.333742600836794,0.203332696697052,1.64136219239762,0.100722253140094,0.473304721201512
"CYP2A13",0.610538072565101,2.51450651729068,1.53196884304232,1.64135617294745,0.100723501929473,NA
"FAM189A1",4.93209380983548,-1.03541973190312,0.630831917785549,-1.64135596616262,0.100723544829075,0.473304721201512
"RB1CC1",6932.25516088897,-0.179988135136878,0.109662593064025,-1.64129016201354,0.100737197304291,0.473304721201512
"FAM216A",374.621531959726,-0.209287489237084,0.127514792973532,-1.64128007705369,0.100739289774771,0.473304721201512
"ANKIB1",5425.44056468645,-0.136711830988951,0.0833279339153868,-1.64064827441626,0.100870447948163,0.473797018863382
"DNAH9",444.07530280866,-0.71810929605889,0.437732762536137,-1.64051987312603,0.10089711986043,0.473797018863382
"TTC21B",4675.30780939229,-0.151023211259517,0.0920644648444386,-1.64040720287356,0.100920528701428,0.473797018863382
"HPD",44.8443593653942,0.36876161780028,0.224806277702995,1.64035284765256,0.100931823315773,0.473797018863382
"PSG6",160.830030962589,-1.01664965742752,0.619849088948723,-1.64015673420087,0.10097258261793,0.473797018863382
"RAD21",11836.6059707696,-0.184099181213746,0.112249588010966,-1.64008781213308,0.100986910171783,0.473797018863382
"NUP93",3036.7311828812,0.19816088143622,0.120838086082375,1.63988762037437,0.101028535319464,0.473797018863382
"PDE1B",250.621071206657,-0.262013942663539,0.159781217516086,-1.63982942886989,0.101040637432036,0.473797018863382
"HMGB1P17",3.43850496163416,-0.861510051956009,0.5253958024333,-1.63973531567257,0.101060212639073,0.473797018863382
"TSPAN12",486.364502280793,-0.406118975461725,0.247681294889788,-1.63968367349839,0.101070955309507,0.473797018863382
"SMAP1",1294.07983224515,0.141940320269418,0.086568026254087,1.63963909553404,0.101080229205617,0.473797018863382
"CHST12",812.600708012099,0.209587439227977,0.127825804280122,1.63963325252138,0.10108144482264,0.473797018863382
"TMEM71",294.998007092264,0.357176575453353,0.217926758451634,1.63897530524056,0.101218402811233,0.474346152247046
"BTN1A1",11.7041753164762,0.465618517032289,0.284185126293558,1.63843380230714,0.101331232651371,0.474782019652901
"PTPRK",1220.64517617973,0.251787102812766,0.153689082792277,1.63828879864601,0.101361463224412,0.474830777850794
"INPP5A",889.599982818714,-0.141439649093964,0.0863490801181117,-1.63799833073494,0.101422041999955,0.474954911905194
"SNTB2",2407.42846559633,-0.177932008600243,0.108654481098187,-1.63759475726963,0.101506257453676,0.474954911905194
"ARHGAP24",2386.6042360416,-0.384866587695918,0.23501948255296,-1.63759439649515,0.101506332762981,0.474954911905194
"CELF5",34.4548470883128,-0.507152478156242,0.309729906560408,-1.63740235416152,0.101546426655671,0.474954911905194
"PPFIBP2",2346.59295211828,0.251213428162745,0.153427246269491,1.63734561018904,0.101558275866963,0.474954911905194
"COPZ2",809.236927281594,-0.32505515728935,0.198536114903018,-1.63725958598583,0.101576241442172,0.474954911905194
"SPEF1",10.6337277657539,-0.491316032354163,0.300109395948003,-1.63712312572609,0.101604745438961,0.474954911905194
"HAUS5",490.506700873138,-0.187905452261178,0.114778192464924,-1.63711806420546,0.101605802818468,0.474954911905194
"DAZ2",19.1857874902821,2.4279973257641,1.48322479060778,1.63697191493757,0.101636337983829,0.474954911905194
"DRC3",162.022313099748,-0.200454760918477,0.122455385624019,-1.63696157500123,0.101638498597521,0.474954911905194
"NXPH3",56.3654756133065,-0.4797833314342,0.293095808275245,-1.63695050522059,0.101640811758641,0.474954911905194
"ZNF621",3106.67763634061,-0.149212848186287,0.0911537304192138,-1.63693627786884,0.101643784793014,0.474954911905194
"ERICH6",16.6774956429485,-0.384975236510258,0.235205252885557,-1.6367629199913,0.101680016276801,0.474954911905194
"SGPP1",509.405134581142,0.194529316875278,0.118852508724807,1.63672874020434,0.101687161004045,0.474954911905194
"SNRPF",1859.83289741184,-0.176523804236806,0.107852468843388,-1.63671547002911,0.101689935025555,0.474954911905194
"OR6C70",0.766118183146433,1.38761299461816,0.847891886040972,1.63654472635336,0.10172563296862,NA
"AC011451.2",15.4809469754742,-0.409391501978324,0.250162608779908,-1.63650156981895,0.101734657426928,0.474954911905194
"EML1",713.448793570486,-0.28065460969006,0.171498227531972,-1.636486940588,0.101737716688503,0.474954911905194
"RASA1",11067.9841078572,-0.179804415436395,0.109874500573134,-1.63645263003234,0.101744891991715,0.474954911905194
"SOX8",547.430960339031,-0.585951988033256,0.358125759138758,-1.63616264142068,0.101805552869088,0.474968161032583
"IGKV2OR22-4",12.9442653405937,1.05061612849457,0.642124817582953,1.63615561916643,0.101807022166861,0.474968161032583
"IGHV3-75",2.0156052130343,1.37386183709972,0.839689462189934,1.63615467260557,0.101807220221329,0.474968161032583
"AL136968.1",2.1451848119382,-0.570389561122828,0.348798257573511,-1.63529934206342,0.101986311438722,0.475543953211614
"HMGN2P21",2.41723220520312,-0.725800842529765,0.44384455536209,-1.63525908735696,0.101994746243067,0.475543953211614
"PLCB1",1157.86202449092,0.328563012808249,0.200931821472544,1.63519650795156,0.102007859974855,0.475543953211614
"SFT2D2",5729.01251375439,0.153221953305278,0.0937030711064401,1.63518603495107,0.102010054759572,0.475543953211614
"FDPSP8",2.17440815711428,-0.441632821407801,0.270108196862118,-1.63502191543354,0.102044453538664,0.475558630360126
"AC113404.3",6.74666168493614,0.782094259302807,0.47835565771402,1.63496395765507,0.102056603457437,0.475558630360126
"PRRT2",87.9605969887242,-0.38912655931568,0.238015459823566,-1.63487934609008,0.102074342982479,0.475558630360126
"HS3ST6",1.19970944801065,-2.18006278262529,1.3335191903553,-1.63481920499729,0.102086953559638,NA
"TSC22D2",1435.77528071858,-0.164617454766468,0.100696258112226,-1.63479217453146,0.102092621798253,0.475558630360126
"GAPDHP74",3.63888470495716,-0.863193016098542,0.5280448612629,-1.63469636658159,0.102112714565233,0.475559739309051
